date;Lead;Mid;Lag;mktrf;smb;hml;rf
1976-02-01;11.710073467231991;14.215026518887385;-22.486885484335506;3.84;84.36;69.36;4.08
1976-03-01;44.6601239493515;25.707153602945006;52.87471888689778;27.839999999999996;-14.04;-0.48;4.800000000000001
1976-04-01;-17.084413034030007;-16.51220215321554;4.515960778638101;-17.88;-0.36;-0.72;5.04
1976-05-01;-30.996619589970166;-9.925596132637885;-5.719148257993141;-16.080000000000002;-14.879999999999999;-15.84;4.4399999999999995
1976-06-01;60.39414470822615;54.25856763899656;50.53981005083904;48.599999999999994;-16.200000000000003;8.16;5.16
1976-07-01;-7.0244011193955505;-7.947182659402838;-7.290521960426152;-12.84;3.7199999999999998;20.88;5.64
1976-08-01;-2.372077878114796;-6.041120777375301;13.43256101178076;-6.720000000000001;-24.119999999999997;9.48;5.04
1976-09-01;29.41059551634465;34.6212237316326;18.2553282971055;24.839999999999996;-0.12;-3.4799999999999995;5.28
1976-10-01;-27.75935531695052;-21.237302615023825;-41.859567942728184;-29.04;3.0;-1.56;4.92
1976-11-01;11.619200677831879;3.2716098528540254;27.57791780170474;4.32;27.839999999999996;18.12;4.800000000000001
1976-12-01;84.84547246066765;79.67046541337183;45.625248221439534;67.80000000000001;36.12;26.64;4.800000000000001
1977-01-01;-36.55150895444807;-46.87631442964455;-61.69743200356906;-48.599999999999994;57.36;51.12;4.32
1977-02-01;-27.930461574171154;-16.481427219720374;-10.825224774914707;-23.28;12.96;6.0;4.199999999999999
1977-03-01;-27.188727138316644;-9.867071110164146;-2.123342354890755;-16.44;11.879999999999999;12.24;4.5600000000000005
1977-04-01;28.682463141773184;8.957470043995665;-27.420927058609625;1.7999999999999998;-1.44;41.400000000000006;4.5600000000000005
1977-05-01;-8.247912517356196;-13.598211238631842;-21.464967067580375;-17.4;14.16;10.08;4.4399999999999995
1977-06-01;64.63963589244901;57.5632441065078;77.28899190057791;56.519999999999996;25.56;-7.68;4.800000000000001
1977-07-01;-6.844331275697034;-20.435339532200484;-17.968444991647807;-20.28;25.44;-7.08;5.04
1977-08-01;13.310895715756036;-29.63683726902405;11.317714492694606;-21.0;18.240000000000002;-33.480000000000004;5.28
1977-09-01;3.635505079622251;4.7037509304283684;-11.188289228160473;-3.24;17.4;-5.88;5.16
1977-10-01;-46.02600390103538;-54.74994275911283;-31.47021332544115;-52.56;15.24;20.64;5.88
1977-11-01;52.443163471947926;49.46264786805749;61.1080834017758;48.0;44.64;3.7199999999999998;6.0
1977-12-01;15.608019475366294;-0.8858642911080439;14.266604792407971;3.24;16.200000000000003;-4.4399999999999995;5.88
1978-01-01;-62.825462618916646;-65.90027348592602;-65.65445285010762;-72.12;26.64;39.72;5.88
1978-02-01;-28.15246584391182;-10.347283956329687;-5.600743865358389;-16.56;43.08;9.120000000000001;5.5200000000000005
1978-03-01;51.01898249531836;40.585849821070205;31.690296493308104;34.2;41.76;14.399999999999999;6.36
1978-04-01;100.4184057601272;91.58123032191844;121.82689768547397;94.56;4.800000000000001;-42.480000000000004;6.48
1978-05-01;38.41283348816482;17.223011479954955;33.29880985246296;21.12;54.72;-7.4399999999999995;6.12
1978-06-01;-22.96458931043439;-10.382590991924863;-8.43021192727754;-20.28;20.28;7.08;6.48
1978-07-01;65.73761109374836;67.56461442176523;71.64193238815567;61.32000000000001;3.12;-13.32;6.720000000000001
1978-08-01;46.303022628897935;41.12368827869262;81.08727696972592;45.0;60.72;-5.5200000000000005;6.720000000000001
1978-09-01;20.02000223509641;-12.871486275264921;-18.16366456686735;-17.16;-4.68;22.44;7.4399999999999995
1978-10-01;-134.32028002824327;-124.48204951359527;-143.58628743090588;-142.92000000000002;-118.56;16.32;8.16
1978-11-01;42.399096083469715;32.063501928816606;58.75887808398579;32.519999999999996;36.12;-26.64;8.399999999999999
1978-12-01;31.10394260743834;11.86395377996437;45.015856410082435;10.56;14.879999999999999;-26.28;9.36
1979-01-01;47.87093860447249;62.807222679800276;54.18763960958792;50.760000000000005;43.92;27.240000000000002;9.24
1979-02-01;-11.95541596095772;-43.822186718809476;-35.13578773644282;-42.72;5.4;14.399999999999999;8.76
1979-03-01;87.87413366977148;66.79944965772373;79.48958815058802;68.16;38.28;-8.040000000000001;9.72
1979-04-01;2.1539355477508053;14.64922172060956;-8.176897516916672;-0.72;26.160000000000004;12.600000000000001;9.600000000000001
1979-05-01;-24.366550385138204;-18.70246035900563;-27.59831613779663;-26.52;6.84;23.04;9.84
1979-06-01;45.1937022302569;68.93041643208997;17.14422543395948;46.2;14.04;17.759999999999998;9.72
1979-07-01;9.251036200856621;24.07078201439171;7.628707062612378;9.84;15.120000000000001;20.4;9.24
1979-08-01;78.53129398400043;77.7950086969403;72.67710434891619;66.36;24.96;-18.6;9.24
1979-09-01;-10.845116417189123;9.586112941733104;-15.20184526542403;-9.84;-3.0;-10.44;9.959999999999999
1979-10-01;-120.95278661185372;-76.14007939158948;-98.9910888642733;-97.19999999999999;-40.08;-22.32;10.44
1979-11-01;40.80365976238753;76.60703555006549;83.30895571957092;62.519999999999996;32.88;-39.0;11.879999999999999
1979-12-01;64.59107971071667;25.589278039358405;29.488858309411878;21.48;50.04;-23.759999999999998;11.399999999999999
1980-01-01;154.38158310322075;41.434362927125854;64.72311361126123;66.12;19.799999999999997;21.6;9.600000000000001
1980-02-01;96.9127896399809;-43.95694079482599;-47.443070948314386;-14.64;-21.84;7.4399999999999995;10.68
1980-03-01;-185.40816844840768;-94.2861674254737;-133.50427117731442;-154.8;-79.67999999999999;-12.72;14.52
1980-04-01;70.7741759590458;64.57478999647114;25.583004173847982;47.64;11.64;12.72;15.120000000000001
1980-05-01;48.672896378016944;79.67093182053404;69.54524350764603;63.12;25.92;4.68;9.72
1980-06-01;68.6779826651184;36.47555389036594;24.54949386356725;36.72;20.04;-10.68;7.32
1980-07-01;70.84623777254245;64.99711981310585;149.41832989476723;77.88;51.0;-75.6;6.36
1980-08-01;24.571623496413128;35.47580566421481;24.76759839819721;21.6;47.04;-31.68;7.68
1980-09-01;27.61549522257178;59.182423888287275;37.54092375434227;26.28;10.68;-57.480000000000004;9.0
1980-10-01;8.930717106966814;40.074941294500896;40.59160979307157;12.72;29.64;-32.88;11.399999999999999
1980-11-01;85.91416700251537;149.30473822299402;52.7944469629262;115.08;-41.400000000000006;-100.19999999999999;11.52
1980-12-01;23.828373422234037;-60.95274685972481;20.63053002359048;-54.239999999999995;-3.3600000000000003;32.160000000000004;15.72
1981-01-01;-37.366224704148856;-43.15816587800166;-70.64648347046699;-60.480000000000004;36.0;82.08;12.48
1981-02-01;19.107702023733626;24.10732512163915;-3.325571909482421;6.84;-3.7199999999999998;11.64;12.84
1981-03-01;81.8355723664124;53.10383891407204;50.04936715677036;42.72;42.96;8.040000000000001;14.52
1981-04-01;7.8007858543212585;31.60481434766737;-50.802004684284555;-25.32;53.04;27.119999999999997;12.96
1981-05-01;26.890646609751172;21.75657824806548;-19.581221362309897;1.32;24.0;-5.16;13.799999999999999
1981-06-01;-52.08950583915345;7.877882835939928;-2.954946878226115;-28.32;-10.2;61.56;16.200000000000003
1981-07-01;-41.59179028919993;15.718311337718177;-35.87362178806047;-18.48;-26.160000000000004;-7.92;14.879999999999999
1981-08-01;-82.14702593357666;-63.02839404198782;-73.13117976832615;-84.48;-23.4;58.08;15.36
1981-09-01;-58.403639844835;-104.23447054063973;-49.03843805259817;-86.03999999999999;-31.92;62.400000000000006;14.879999999999999
1981-10-01;52.652578744768746;65.93310670481642;90.74914421774733;59.04;25.56;-50.519999999999996;14.52
1981-11-01;44.517358765767284;59.24396629489716;53.4889829550928;40.32;-11.52;22.799999999999997;12.84
1981-12-01;-11.462459887443547;-9.963083404473036;-43.19243456080562;-43.8;14.04;8.879999999999999;10.44
1982-01-01;-8.72845000583635;-41.79976859739952;34.94447454984144;-38.88;-15.48;38.04;9.600000000000001
1982-02-01;-22.39284702729949;-75.75825892234212;-89.40352238722278;-70.32000000000001;5.88;73.19999999999999;11.040000000000001
1982-03-01;32.453951699367515;-25.62766224645495;-99.84667851934911;-22.44;-2.2800000000000002;45.36;11.76
1982-04-01;52.89489859597168;65.34802151737902;48.355574614805654;39.24;18.12;-33.36;13.559999999999999
1982-05-01;-47.08009323364846;-21.765299281209856;-47.65906417706046;-47.88;5.64;21.72;12.72
1982-06-01;-19.60543979269397;-34.92903704846356;-23.38411396415989;-37.08;-4.800000000000001;18.48;11.52
1982-07-01;-8.234808073677657;-24.490032703348287;-50.585946290979635;-38.28;10.08;1.7999999999999998;12.600000000000001
1982-08-01;152.39888986197894;136.62915128532546;131.77210096000493;133.68;-49.32000000000001;13.919999999999998;9.120000000000001
1982-09-01;23.3348245110216;17.953654487813907;15.68527601104699;15.48;34.56;4.08;6.12
1982-10-01;83.40805160950819;167.3036626435696;79.48955265302432;135.60000000000002;28.200000000000003;-44.160000000000004;7.08
1982-11-01;26.149915882576586;106.87303945929108;-15.259817572976818;56.04;57.239999999999995;-23.52;7.5600000000000005
1982-12-01;21.945647178672438;24.49827247736483;54.79964967590061;6.6000000000000005;-2.16;0.12;8.040000000000001
1983-01-01;65.28062479397659;29.745203181526882;49.35383934459758;43.2;32.400000000000006;-10.32;8.28
1983-02-01;20.064367866378657;47.30505977491345;-3.2861896448300323;31.08;38.76;8.040000000000001;7.4399999999999995
1983-03-01;10.686282607806012;50.86475656487134;68.21898194553428;33.839999999999996;21.240000000000002;24.839999999999996;7.5600000000000005
1983-04-01;54.70083743317363;90.0731333159072;99.76845329405594;80.03999999999999;6.36;7.199999999999999;8.52
1983-05-01;9.175700678292255;7.408320206519136;26.95544396399496;6.24;73.92;-16.799999999999997;8.28
1983-06-01;-1.8536748486922292;43.22346603671187;82.58435209679587;36.839999999999996;10.92;-46.44;8.040000000000001
1983-07-01;-29.033529858176216;-41.43621741168367;-39.63060126666124;-48.84;17.52;67.44;8.879999999999999
1983-08-01;15.167796939444433;-15.260822451212459;39.04104288639346;-6.0;-51.599999999999994;66.6;9.120000000000001
1983-09-01;35.462515914424095;32.78965583954069;-15.14723742503016;10.92;6.720000000000001;13.080000000000002;9.120000000000001
1983-10-01;7.300224768900547;-33.300225538137425;-56.227921461837525;-41.28;-43.2;60.72;9.120000000000001
1983-11-01;-10.272505608863508;43.59029148962299;44.64414801259431;25.92;24.48;-7.4399999999999995;8.399999999999999
1983-12-01;-34.565796029219726;-6.278203291995202;9.386426529951748;-21.36;-3.4799999999999995;20.04;8.76
1984-01-01;11.773482378048659;-19.19404108088802;-36.975985583231534;-23.04;-5.16;91.56;9.120000000000001
1984-02-01;-55.69955789255012;-46.550843782158815;-70.27790390751358;-57.84;-20.52;40.32;8.52
1984-03-01;-10.224804628248032;21.919472926632803;27.886556406101082;7.5600000000000005;0.8400000000000001;5.76;8.76
1984-04-01;-11.475693307701565;6.7188675538736025;-0.9742212576528336;-6.12;-14.399999999999999;15.48;9.72
1984-05-01;-61.621141889333046;-67.5307367558758;-58.600249721427986;-71.64;0.36;3.12;9.36
1984-06-01;54.46168760406201;19.042979440511616;36.502996224440274;21.84;-3.84;-31.200000000000003;9.0
1984-07-01;-16.605961862408993;-17.903162245258365;-76.81763098522867;-32.88;-26.52;5.88;9.84
1984-08-01;140.13126128856518;135.60401063628984;161.3333517741823;123.35999999999999;-3.0;-22.200000000000003;9.959999999999999
1984-09-01;15.77508955658945;-9.765419037574052;13.347559425488853;-9.600000000000001;2.4000000000000004;63.84;10.32
1984-10-01;-39.37113211040273;12.994877098202572;2.917093547755294;-10.08;-14.399999999999999;6.12;12.0
1984-11-01;-17.004466293586653;-9.68125893140386;-33.10800416969205;-21.12;-7.4399999999999995;48.96;8.76
1984-12-01;1.6139712686296321;35.89758758548328;26.377743029589013;22.080000000000002;-7.199999999999999;-2.04;7.68
1985-01-01;108.03145488599418;103.93046497952383;107.42715199291378;95.88;39.24;-65.16;7.800000000000001
1985-02-01;37.29330017428828;16.01434698071718;21.42927725881664;14.64;9.120000000000001;-1.44;6.959999999999999
1985-03-01;1.2387224514606776;-4.4627872587678485;-14.974349912679575;-10.08;-13.799999999999999;49.199999999999996;7.4399999999999995
1985-04-01;22.106157082151405;-7.687245908032995;-18.25587066524565;-11.52;1.6800000000000002;44.76;8.64
1985-05-01;74.14983132153522;63.8881755597719;70.1478585066555;61.08;-27.0;-10.32;7.92
1985-06-01;27.20342077763502;15.948199531045457;24.295894197877438;15.24;7.800000000000001;8.399999999999999;6.6000000000000005
1985-07-01;-30.955777746682138;-0.48678678203678705;25.27466967628696;-8.879999999999999;34.2;-19.56;7.4399999999999995
1985-08-01;-4.001824969355385;-6.081900848771948;-9.795476072756026;-12.24;-4.08;27.36;6.6000000000000005
1985-09-01;-49.03987426426045;-51.325430735833834;-27.59413430204152;-54.480000000000004;-18.96;15.84;7.199999999999999
1985-10-01;93.22162542819964;48.24927689046817;36.281867132259165;48.239999999999995;-18.84;9.36;7.800000000000001
1985-11-01;85.9142079462701;78.15108040842169;117.38059934669002;77.76;2.7600000000000002;-34.44;7.32
1985-12-01;56.3081668162374;52.790214198990014;54.80230710454668;46.56;-5.88;-18.36;7.800000000000001
1986-01-01;35.266146475301134;2.05699763011621;15.277559759533414;7.800000000000001;14.64;6.36;6.720000000000001
1986-02-01;104.72326118866516;77.96872139135337;113.03791520347633;85.56;-7.800000000000001;-11.28;6.36
1986-03-01;89.3146246868343;52.22607383886533;75.18055694069305;58.56;-6.24;-5.28;7.199999999999999
1986-04-01;12.117199208540308;-9.888683065878228;-24.88437691067623;-15.72;34.08;-34.2;6.24
1986-05-01;85.66442024550882;56.15927337974544;57.394739694604084;55.44;-15.84;-1.32;5.88
1986-06-01;57.70209113239396;8.71227742023921;17.646874976574225;12.36;-10.92;16.799999999999997;6.24
1986-07-01;-80.02481696058814;-62.09110448264742;-95.57213890674333;-77.4;-40.56;57.36;6.24
1986-08-01;39.74340591007939;97.37573221664046;64.46744481599212;72.84;-50.04;42.24;5.5200000000000005
1986-09-01;-126.55397954722585;-89.0166123094092;-94.8817961537818;-103.19999999999999;27.36;38.28;5.4
1986-10-01;83.56939769068671;48.613963188079566;86.31588360632246;55.92;-29.759999999999998;-15.84;5.5200000000000005
1986-11-01;20.487285615588785;17.76279867515391;30.437558182492502;14.04;-23.04;-0.72;4.68
1986-12-01;-27.59404615165066;-29.547370617030378;-43.077759428960505;-39.24;0.96;4.4399999999999995;5.88
1987-01-01;130.09632259689255;155.82645124078982;168.38042481539713;149.64000000000001;-21.72;-38.160000000000004;5.04
1987-02-01;73.41247578474605;46.09820048442894;78.93527309808945;52.67999999999999;41.88;-71.88;5.16
1987-03-01;2.92185513968774;26.224163407449048;37.72862233104991;19.68;4.4399999999999995;19.919999999999998;5.64
1987-04-01;-35.698824342900785;-17.710382552157107;-10.96908545596759;-25.32;-20.28;-3.96;5.28
1987-05-01;16.26170154715343;10.313004217871208;-7.383184306625917;1.32;-6.36;1.56;4.5600000000000005
1987-06-01;63.05372697912459;57.23267832430498;49.51784503532047;47.28;-26.160000000000004;12.84;5.76
1987-07-01;77.51870566502751;50.454282602264584;21.896974251821476;46.2;-8.040000000000001;7.92;5.5200000000000005
1987-08-01;16.075494079629124;51.0262781405783;67.71949558831734;42.24;-8.64;-10.8;5.64
1987-09-01;-20.081899027330557;-29.199205432833928;-23.04242199582119;-31.08;6.24;3.3600000000000003;5.4
1987-10-01;-301.17110048422177;-264.7477053583642;-258.9811732445795;-278.88;-101.16;50.760000000000005;7.199999999999999
1987-11-01;-69.39305268417428;-97.81520695351108;-81.49587653329503;-93.24;33.24;37.68;4.199999999999999
1987-12-01;121.10887697709677;91.30062635819833;72.79243223355164;81.72;1.56;-53.88;4.68
1988-01-01;32.43708260152698;60.019648206661174;49.442240294836566;50.519999999999996;-9.24;60.96;3.4799999999999995
1988-02-01;79.80089856866559;55.23138435070568;57.235809455130436;57.0;40.32;-19.799999999999997;5.5200000000000005
1988-03-01;-38.18461343797825;-12.803946918540198;-46.17177983691594;-27.240000000000002;73.92;8.879999999999999;5.28
1988-04-01;4.429014793350097;10.808488530425587;22.119876450408448;6.720000000000001;11.52;20.28;5.5200000000000005
1988-05-01;3.845903544251749;7.807255948727262;-18.913521158429955;-3.4799999999999995;-31.68;27.599999999999998;6.12
1988-06-01;51.29535665247294;49.3249378533722;111.42245452163263;57.480000000000004;25.92;-12.84;5.88
1988-07-01;-1.09277346532087;-1.9180225782073324;-38.40289933737009;-15.0;-2.52;27.240000000000002;6.12
1988-08-01;-47.47639321520647;-21.723082263029212;-74.15494069822138;-39.72;0.48;24.36;7.08
1988-09-01;54.20710839392635;43.858145982534104;51.12746508152604;39.599999999999994;-15.0;-8.16;7.4399999999999995
1988-10-01;23.189884384777812;23.767107836032807;1.5349729883613803;13.799999999999999;-34.8;20.52;7.32
1988-11-01;-13.401376885801703;-18.72971065580908;-33.440267513354044;-27.48;-20.88;14.879999999999999;6.84
1988-12-01;31.234005433482828;18.011512731710074;52.212573531616194;17.88;23.4;-18.6;7.5600000000000005
1989-01-01;75.76597280544452;76.24768644671731;91.07838823132778;73.19999999999999;-25.68;6.12;6.6000000000000005
1989-02-01;-11.062416924491536;-22.558233910442624;-36.43300116743959;-27.0;33.12;10.44;7.32
1989-03-01;35.59958670566936;33.643747494499635;-9.064201304165877;18.84;8.879999999999999;5.5200000000000005;8.040000000000001
1989-04-01;41.32988551106358;64.67868070417418;63.60863669009149;51.96;-7.08;-17.4;8.040000000000001
1989-05-01;32.2676582101065;57.23953551285045;30.200458586606;40.2;-0.48;-9.84;9.48
1989-06-01;-11.013538729813837;0.6828405028417349;-32.21240693319065;-16.200000000000003;-12.120000000000001;26.28;8.52
1989-07-01;71.46506884185158;111.49942323542078;61.87627961669173;86.4;-48.239999999999995;-34.08;8.399999999999999
1989-08-01;25.437575871519876;21.146589188806992;46.23443489793152;17.28;6.0;8.64;8.879999999999999
1989-09-01;8.491437542675472;-0.1356517182289086;-24.89989042518469;-9.120000000000001;3.3600000000000003;-16.080000000000002;7.800000000000001
1989-10-01;-7.7866574513520135;-37.93302769150156;-53.76129048222338;-44.04;-39.599999999999994;-12.36;8.16
1989-11-01;37.78102398581199;19.537379479043075;4.318792284653982;12.36;-14.879999999999999;-13.440000000000001;8.28
1989-12-01;47.89186073767989;17.25951650456041;17.04709407932338;13.919999999999998;-28.92;3.3600000000000003;7.32
1990-01-01;-54.084455403664265;-98.43477101353851;-59.67464277474599;-94.19999999999999;-15.48;10.44;6.84
1990-02-01;37.90021487276262;8.752242717636856;34.14575541667966;13.32;12.36;7.32;6.84
1990-03-01;21.33349872966499;31.419287007632047;39.43303923473479;21.96;18.240000000000002;-34.8;7.68
1990-04-01;-22.16096431286989;-37.106475089489386;-31.00990124190783;-40.32;-6.0;-30.599999999999998;8.28
1990-05-01;119.9583227760615;107.41406014780927;112.59687532475236;101.03999999999999;-30.839999999999996;-44.88;8.16
1990-06-01;1.3363466203450654;-5.048517133263691;-23.58788452280988;-13.080000000000002;17.16;-23.28;7.5600000000000005
1990-07-01;-16.803252664747593;-5.793705724548093;-26.618128337756723;-22.799999999999997;-38.519999999999996;-0.12;8.16
1990-08-01;-121.75002504593797;-109.73546836999384;-116.08067300078915;-121.80000000000001;-42.96;18.96;7.92
1990-09-01;-54.95666490212787;-83.10292356082242;-44.27526845272524;-73.44;-44.04;8.76;7.199999999999999
1990-10-01;11.133525914690718;-29.260702040791067;27.60098964285565;-23.04;-66.12;2.64;8.16
1990-11-01;72.37948305841877;87.39089527421757;72.24107749385229;76.19999999999999;3.96;-37.92;6.84
1990-12-01;31.391763266368216;38.52115545420885;28.630078944656997;29.52;9.48;-18.48;7.199999999999999
1991-01-01;52.12100031162671;72.44482669497901;17.70901430133611;56.28;45.480000000000004;-22.080000000000002;6.24
1991-02-01;114.09061967467628;90.8866971746487;66.95459268376354;86.28;47.400000000000006;-6.48;5.76
1991-03-01;63.71364818850796;26.91240627761585;28.546109073043688;31.799999999999997;46.68;-14.76;5.28
1991-04-01;6.963923721911637;-1.0414743955727261;18.185370877496815;-3.3600000000000003;6.0;17.04;6.36
1991-05-01;71.92014736492938;44.19760757275199;48.5107172594534;43.8;-4.08;-6.84;5.64
1991-06-01;-53.77966746688463;-54.45223958739133;-55.17489207249325;-59.28;0.8400000000000001;14.52;5.04
1991-07-01;85.92174428485461;48.66023751310928;56.551485095876856;50.88;-11.16;-15.0;5.88
1991-08-01;38.015023195418095;27.755962908328854;39.035922595631675;27.839999999999996;19.080000000000002;-9.36;5.5200000000000005
1991-09-01;-21.858893464126297;-11.925745027443135;-7.671362938329233;-19.080000000000002;19.56;-12.0;5.5200000000000005
1991-10-01;22.562691013151536;18.583968572676394;29.74578579703868;15.48;10.8;-5.16;5.04
1991-11-01;-29.09699144866729;-46.5254603989728;-57.788540404151384;-50.28;-5.76;-23.16;4.68
1991-12-01;99.45210261567442;133.35170597725372;154.2459082617998;130.07999999999998;-26.880000000000003;-48.36;4.5600000000000005
1992-01-01;-17.838229835635694;6.534834668476537;-28.306364711338055;-7.08;101.64000000000001;54.12;4.08
1992-02-01;20.560021582262554;15.8891593722574;2.8177826293349937;13.080000000000002;10.56;76.44;3.3600000000000003
1992-03-01;-7.063834076512595;-36.34950778695758;-20.322060342271293;-31.92;-12.36;43.8;4.08
1992-04-01;43.04881444684614;13.681919461599598;27.159920053800562;12.84;-73.44;51.72;3.84
1992-05-01;15.098308088408931;15.364154121080892;-17.23485612663592;3.5999999999999996;4.68;15.36;3.3600000000000003
1992-06-01;-21.186415110848365;-29.703417875708585;-2.7553028888372593;-28.08;-37.08;40.8;3.84
1992-07-01;58.089123848590646;44.356787817698994;49.79286421278297;45.24;-5.28;-6.36;3.7199999999999998
1992-08-01;-22.57472911537848;-23.6022282061194;-33.56547120483285;-28.56;-1.44;-12.36;3.12
1992-09-01;3.239169476583117;14.505935502264187;26.236155908339256;14.28;6.720000000000001;-2.52;3.12
1992-10-01;-22.449908257244665;16.840628438951164;21.906804351817755;12.24;24.599999999999998;-25.200000000000003;2.7600000000000002
1992-11-01;13.29689156612204;48.08053250555038;74.90274657773467;49.56;44.400000000000006;-17.759999999999998;2.7600000000000002
1992-12-01;19.629222843877447;14.718855390951948;33.966535036117236;18.36;19.68;30.240000000000002;3.3600000000000003
